#taxa	84B.R1.48H	84B.R2.48H	73B.R1.48H	73B.R2.48H	66A.R1.48H	66A.R2.48H	67A.R2.48H	92A.R1.48H	92A.R2.48H	92B.R1.48H	92B.R2.48H	66B.R1.48H	66B.R2.48H	276B.R1.48H	276B.R2.48H	116A.R1.48H	116A.R2.48H	176A.R1.48H	176A.R2.48H	276A.R1.48H	276A.R2.48H	84A.R1.48H	84A.R2.48H	73A.R1.48H	73A.R2.48H	67B.R1.48H	67B.R2.48H	176B.R1.48H	176B.R2.48H	84B.S1.48H	84B.S2.48H	73B.S1.48H	73B.S2.48H	66A.S1.48H	66A.S2.48H	67A.S1.48H	67A.S2.48H	92A.S1.48H	92A.S2.48H	92B.S1.48H	92B.S2.48H	66B.S1.48H	66B.S2.48H	276B.S1.48H	276B.S2.48H	116A.S1.48H	116A.S2.48H	176A.S1.48H	176A.S2.48H	276A.S1.48H	276A.S2.48H	84A.S1.48H	84A.S2.48H	73A.S1.48H	73A.S2.48H	67B.S1.48H	67B.S2.48H	176B.S1.48H	176B.S2.48H
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__cylindroides	61	152	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	146	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__sp36732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__biformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__sp36738	35	294	0	0	26	0	2547	0	0	0	0	160	29	0	0	0	0	4129	196	0	0	0	19	41	331	0	0	2439	61	0	0	0	0	382	19	685	349	0	0	0	0	309	30	0	0	0	0	2750	1705	0	0	0	0	117	26	0	0	1119	151
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__massiliensis	90	334	60	0	66	0	0	0	0	22	0	0	0	20	0	33	24	0	0	0	0	52	22	32	0	20	0	81	0	180	34	128	0	0	30	0	0	0	0	0	14	42	0	0	0	16	0	0	0	0	0	18	15	42	11	0	14	34	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__sp36686-sp36689	194	458	0	0	0	0	0	316	96	81	120	19	14	0	0	204	49	0	0	0	0	260	122	0	0	0	0	638	33	384	80	0	0	0	0	0	0	140	30	91	97	0	0	0	0	111	84	0	0	0	0	137	59	0	0	0	0	375	44
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NA;s__sp36741	0	125	26	0	28	0	0	32	0	200	0	0	0	107	0	65	12	17	0	18	0	49	24	0	0	30	0	46	0	101	0	0	0	18	16	233	211	16	0	0	245	0	0	92	0	13	0	0	0	51	0	28	31	0	0	0	12	49	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__sp36754	120	0	0	0	4253	2273	0	0	0	0	0	11588	9127	0	0	0	0	0	0	0	0	24	49	0	34	0	0	0	0	0	0	0	0	7722	4078	0	0	0	0	0	0	13669	12059	0	0	0	0	0	0	0	89	40	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__sanguinis	187	560	236	252	297	200	245	224	182	198	281	348	261	240	67	0	0	0	0	128	151	527	337	113	157	0	0	0	0	418	146	175	153	156	146	402	466	79	76	222	154	274	405	186	151	0	0	0	0	153	128	291	189	102	62	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__intestini	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	11	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__sp36826-sp36829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	317	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__succinatutens	0	0	0	0	321	0	399	0	0	0	0	0	0	0	0	0	0	97	0	0	0	31	24	73	189	0	0	0	0	0	0	0	0	167	158	173	151	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	196	175	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum;s__sp36859	106	265	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	70	0	0	0	0	0	0	229	47	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	116	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;s__invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister;s__propionicifaciens	250	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	167	0	67	330	0	0	0	0	0	0	532	193	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	284	0	72	120	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__sp36950	446	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	634	0	14	0	0	0	0	17	185	0	0	281	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	351	0	11	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__sp36950-sp36952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	136	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__sp36952	2557	85	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	4063	0	49	0	2245	0	0	75	1198	0	0	1815	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	1817	17	0	76	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Negativicoccus;s__succinicivorans	0	0	0	0	0	0	0	808	0	0	0	0	0	528	0	0	20	0	0	300	0	0	93	0	50	0	0	0	0	0	0	0	0	0	0	53	20	32	0	0	0	0	0	2139	0	0	0	0	0	440	0	0	11	0	16	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__gonidiaformans	0	15	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Parasutterella;s__excrementihominis	108	195	0	0	440	0	0	48	0	203	0	159	0	406	0	84	94	0	0	39	0	282	204	87	220	0	0	0	0	160	25	0	0	0	145	51	0	78	0	0	157	566	0	246	0	75	0	0	0	46	0	104	70	204	103	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__sp48257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__sp48257-sp48270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	23	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__wadsworthensis	0	0	0	0	32	0	506	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	12	0	45	0	0	1059	11	0	0	0	0	0	81	165	225	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	21	79	55	0	711	64
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__formigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__wadsworthia	0	0	0	0	287	0	0	0	0	0	0	0	0	92	0	0	13	0	0	0	0	116	13	231	0	71	0	127	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	37	0	19	0	12	23	70	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__desulfuricans	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buttiauxella-Kluyvera;s__agrestis-intermedia-noackiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	94	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__braakii-freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	511	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	286	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__murliniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	129	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter-Kluyvera;s__asburiae-ascorbata-cryocrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	505	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__NA	0	0	3464	143	0	0	0	391	671	2296	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092	250	0	0	0	0	2886	1437	383	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli	15831	16409	0	0	52	0	11068	11683	1204	5547	705	2153	0	187	39047	20984	11369	15511	14962	29389	40944	3278	737	179	64	5164	154	1144	21266	4277	10457	0	0	36	63	16003	9544	4658	1782	967	8745	232	0	13713	53363	23201	20888	12615	12268	27969	34223	2348	1372	163	18	3361	5075	1374	31248
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli-fergusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli-fergusonii-vulneris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2472	2229	0	0	0	0	0	0	0	0	183	3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	47	0	0	1954	1735	0	0	0	0	0	0	0	0	202	4789
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kluyvera;s__georgiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	97	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	145	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila	289	970	4057	0	22	0	2413	323	101	1645	184	63	0	628	84	874	57	0	0	824	53	608	21	558	119	0	0	460	0	986	0	4357	0	0	53	3581	3106	1118	47	173	2685	24	0	389	170	246	28	0	0	1047	79	546	156	924	36	0	0	121	0
